ACCOUNT_AT_NATIVE,28567
VR_CUSTORD_DET,26310
DOCUMENT_REFERENCE,24941
CASH_RECEIPT,23471
CASH_RECEIPT_CURR,23471
DOCUMENT_SITE,22486
DOCUMENT,22486
NOTATION,20646
USER_PGM_AUTHORITY,20193
E_PURCLATE_DET,19687
V_RIGHTS,18744
SOA_ID_MAP,18317
QUOTE,17575
ADJUSTMENT_DETAIL,17011
E_OPENJOB_DET,15554
BANK_DEPOSIT,14688
PROGRAM_NAME,14219
LOCATION,13044
GJ,12758
GJ_CURR,12758
USER_DEF_FIELDS,10813
E_LATE_DET,10539
E_LATEJOB_DET,8912
PART,8480
PART_SITE,8480
PART_WAREHOUSE,8384
HISTORY_SCHEMA,8346
SIZING,8326
PREFERENCES,7920
MT_WIP_LOCATIONS,6118
CUST_LINE_BILLING,4982
E_SHIP_DET,4062
ADV_SHIP_NOTICE,4057
WO_SCH_PRIORITY,4055
QUOTE_BINARY,4038
OPERATION_SCHED,3202
V_GRID_LAYOUT,3202
V_COUNTY_CODE,3088
VENDOR_QUOTE,3054
PURC_ORDER_BINARY,2987
VENDOR_PART,2908
CUST_LINE_BINARY,2875
USER_MNU_AUTHORITY,2736
RMA_LINE,2712
CONTACT,2525
E_PURCSVLV_DET,2488
E_CUSTSVLV_DET,2401
E_PURCORD_DET,2319
RMA,2319
REQUIREMENT_SCHED,2291
COR_OUTBOX_HEADERS,2226
E_BOOK_DET,2154
E_PURCRECV_DET,2144
V_CONTACT,2031
V_ADDRESS,1985
PHYS_COUNT_TAG,1972
CUST_ADDRESS,1971
V_EMP_MATRIX,1905
V_EMPLOYEE,1905
EMPLOYEE,1899
EMPLOYEE_SITE,1899
WORK_ORDER_SCHED,1879
CUST_ORDER_BINARY,1854
PREF_DESCRIPTION,1838
PART_PO_BINARY,1801
SCHEDULER_RUN_LOG,1746
E_RECV_INV_DET,1736
E_RECV_NEW_DET,1736
LABOR_TICKET_BREAK,1704
E_PAYB_NEW_DET,1550
E_PAYB_INV_DET,1438
SOA_CODE_LIST,1436
CYCLE_COUNT_PART,1398
VENDOR,1383
VENDOR_ENTITY,1383
VEND_CONTACT,1357
E_JOBSTARTS_DET,1315
E_OPSSTARTS_DET,1315
V_ACCT_CONTACT,1283
CUST_CONTACT,1271
CUSTOMER_CONTACT,1239
PERSON,1073
V_INDUSTRY_CODES,1005
MENU_NAME,972
TABLE_LIST,952
V_ACCOUNT,918
E_PROFORMA_DET,905
V_ACCT_ENTITY,867
V_ACCT_SITE,865
CUSTOMER,856
CUSTOMER_ENTITY,856
CUSTOMER_SITE,854
E_ESTIM_DET,848
RECV_LINE_BINARY,696
ENUM_CODES,695
E_OPSCOMPL_DET,694
NOTIFICATION_TOKEN,677
E_FACTLOAD_DET,637
COR_INBOX_HEADERS,605
E_SCHEDSVLV_DET,596
E_WANTSVLV_DET,596
E_JOBCOMP_DET,587
USAGE_ANALYSIS,522
VENDOR_CONTACT,420
COR_OUTBOX_ENTRY,420
E_OPSSVLV_DET,405
EIS_THRESHOLDS,405
NORMAL_DIST_AREA,400
PURC_ORDER_REQ,388
PURC_REQ_LINE,385
PURC_REQ_LN_BINARY,380
ACCOUNT_SITE,336
ACCOUNT,336
VENDOR_BINARY,313
VR_CAL_DATE,298
APPLICATION_USER,294
USER_SITE,292
SOA_CODE_MAP,271
INDIRECT,267
COUNTRY,247
E_PURCORD_SUM,245
SHOP_RESOURCE,244
SHOP_RESOURCE_SITE,244
ACCOUNT_PERIOD,240
FINANCIAL_PERIOD,240
CASH_BOOK_SUMMARY,222
PURC_REQUISITION,210
PURC_REQ_CURR,210
PURC_GROUP_USER,210
TASK,209
TASK_BINARY,209
V_NAVBAR,204
APPLICATION_LINK,183
NEXT_NUMBER_GEN,160
E_PAYABLE_SUM,156
E_PURCBACK_SUM,156
E_PURCLATE_SUM,156
E_PURCOPEN_SUM,156
E_LATEJOB_SUM,156
E_LATE_SUM,156
E_OPENJOB_SUM,156
E_OPENOPS_SUM,156
E_BACKLOG_SUM,156
E_RECEIVABLE_SUM,155
APPLICATION,152
MASTER_SCHEDULE,152
VENDOR_REMIT_ADDR,144
E_CUSTSVLV_SUM,133
V_ADMIN,128
PART_BINARY,124
E_PAYB_INV_SUM,122
SOA_DIMENSION,122
E_SHIP_SUM,121
COR_INBOX_ENTRY,121
E_PURCSVLV_SUM,114
V_LOG,111
E_OPSSTARTS_SUM,109
E_JOBSTARTS_SUM,109
E_BOOK_SUM,109
CARRIER,106
E_OPSCOMPL_SUM,104
E_SCHEDSVLV_SUM,103
E_WANTSVLV_SUM,103
LOGINS,103
E_JOBCOMP_SUM,102
E_PURCRECV_SUM,100
USER_DIM_PROC_PRI,98
SHOP_VIEW,97
E_ESTIM_SUM,93
LABEL_TYPE_VAR,93
E_PROFORMA_SUM,91
E_FACTLOAD_SUM,89
E_RECV_NEW_SUM,89
E_RECV_INV_SUM,89
PALLET_DETAIL,81
T_NORMAL_DIST,81
T_SEC_APPROX_K1,81
APPLICATION_FIELDS,77
TMP_KREI_2219,69
GL_INTERFACE,66
E_OPSSVLV_SUM,65
CUST_GROUP_RELATION,63
V_RPT_OPT,61
QRP_CONTROL,60
VMDI_SPECIAL_COLS,58
SOA_NOUN,57
E_PAYB_NEW_SUM,56
STATE_PROVINCE,54
GAGE,51
SHOP_GROUP,48
APP_CONFIG,44
V_USER,41
DRILLBACK,40
OPERATION_RESOURCE,40
GL_INTERFACE_ACCT,39
RECEIVER_LINE_DEL,37
PHYSICAL_COUNT,35
GOTO_TABLE_COLUMN,34
PURC_LINE_DEL,34
LABEL_FORMAT_FIELD,32
TERMS,32
TMP_KREI_3912,30
E_CLASS,30
SALES_REP,29
NOTIFICATION_TEMPLATE,27
RECEIVABLE_BINARY,26
SHIP_VIA,26
CHART_FACTORS,24
APP_CONFIG_USER,23
V_RPT_USER_OPT,23
SEMAPHORE,21
PART_UNITS_CONV,21
EXTRA_JOIN,21
GOTO_VMPGM,19
COMMODITY,18
REPORT_CAL_MAP,17
REPORT_CALENDAR,17
QUERY,16
LABEL_TYPE,16
SHIFT,16
TERRITORY,16
SHIFT_DAY,14
SETTINGS,14
SHIPPER_LINK,14
V_FILTER,14
SERVICE_CHARGE,14
ADDRESS_POS_SETUP,14
APPLICATION_GROUP,13
CARTON,13
CARTON_LINE,13
V_RPT,13
CALENDAR_WEEK,11
PART_CO_BINARY,11
PRODUCT,9
UOM_CATEGORY,9
V_ANNUAL_SALES,9
SERVICE_SITE,8
SERVICE,8
DIMENSION_DESC,8
EC_TYPES,7
CALENDAR_CHANGE,7
AIC,7
HOLD_REASON,7
V_AREA,7
UDF_LAYOUT,7
V_USER_TYPE,7
WEB_SESSION,6
UNITS,6
SITE_SETTINGS,6
LABEL_FORMAT,6
PART_MFG_BINARY,6
CUST_PRICE_EFFECT,6
EC_REASONS,6
DEPARTMENT,6
ECN_DISPOSITION,5
CUSTOMER_GROUP,5
ADJ_REASON,5
HONORIFIC,5
RFQ_LINE,5
RFQ_VENDOR,5
REQUEST_FOR_QUOTE,5
PROFILES,5
SHIPTO_ADDRESS,5
STAGE,4
WAREHOUSE,4
V_QUOTE_CURR,4
PROJECT_TYPE,4
RFQ_VENDOR_QUOTE,4
RMA_LINE_BINARY,4
SERV_DISP_BINARY,4
SCHEDULE,4
GROUP_USER,4
PACKAGE_TYPE,4
FOB_POINT,3
RECEIVER_BINARY,3
COST_GROUP,3
DEFECT_CLASS,3
V_MERGE_DOCS,3
VENDOR_ADDRESS,2
VR_DATA_SOURCE_TABLE,2
USER_DIMENSION_SETUP,2
EVENT_DETECT,2
APP_CONFIG_ITEM,2
RECVR_LINE_BINARY,2
RMA_BINARY,2
NMFC_CODE,2
NOTIFICATION_DATA,2
MASTER_PROD_SCHED,1
PASSWORD_CONFIG,1
FINANCIAL_CALENDAR,1
GROUPS,1
HARMONIZED_TARIFF,1
LABEL_GROUP,1
LABEL_GROUP_LINE,1
INSPECTION_ORDER,1
REVISION_HISTORY,1
PURC_HISTORY,1
APPLICATION_GLOBAL,1
BANK_ACCOUNT,1
ACCOUNTING_ENTITY,1
CURRENCY,1
CURRENCY_ENTITY,1
CO_PRODUCT,1
CUSTOMER_BINARY,1
CUSTOMER_PRICE,1
EVENT_TRIGGER,1
EVENT_BINARY,1
EARNING_CODE,1
E_GLOBAL,1
UNITS_CONVERSION,1
TASK_REJ_CODES,1
TOOLBAR,1
SITE,1
V_VERSION,1
VR_DATA_SOURCE,1
VR_PROPERTY,1
V_MISC_FIELDS,1
V_HISTORY_TYPE,1
V_INST,1
V_INST_LINE,1
V_PRIORITY,1
V_QUOTE,1
V_QUOTE_ATTRIB,0
V_QUOTE_BINARY,0
V_QUOTE_CONTACT,0
V_PROBABILITY,0
V_QTE_LINE_BINARY,0
V_QUOTA,0
V_OPPORTUNITY,0
V_OPTY_BINARY,0
V_OPTY_COMPET,0
V_OPTY_CONTACT,0
V_OPTY_CURR,0
V_OPTY_ESTIMATE,0
V_OPTY_ORDER,0
V_OPTY_PLAN,0
V_OPTY_TYPE,0
V_PAYABLE_DIST,0
V_POSITION,0
V_INV_BINARY,0
V_INV_LN_BINARY,0
V_INVOICE,0
V_INVOICE_LINE,0
V_KEYWORD,0
V_LBR_GROUP,0
V_LBR_GRP_RATE,0
V_LEAD_SOURCE,0
V_LEASE_TYPE,0
V_MAIL_NAVBAR,0
V_HIST_DATA,0
V_HISTORY,0
V_HISTORY_CATEGORY,0
V_USER_AUTH,0
V_USER_DEF_LIST,0
V_USER_DEFINED,0
V_USER_SALESREP,0
V_QUOTE_ESTIMATE,0
V_QUOTE_LINE,0
V_QUOTE_ORDER,0
V_QUOTE_PART,0
V_QUOTE_PRINT,0
V_QUOTE_TYPE,0
V_RECV_DIST,0
V_RECV_DIST_LINE,0
V_SALES_ACTIVITY,0
V_SALES_PLAN,0
V_SALES_STAGE,0
V_SHOP_RESOURCE,0
V_SO_EXP_BINARY,0
V_SO_LBR_BINARY,0
V_SO_MTL_BINARY,0
V_SO_OPR_BINARY,0
V_SO_VND_BINARY,0
V_SRVC_CALL,0
V_SRVC_CODE,0
V_SRVC_ORDER,0
V_SRVC_TYPE,0
V_SRVCORD_BINARY,0
V_SRVCORD_EXP,0
V_SRVCORD_LBR,0
V_SRVCORD_MTL,0
V_SRVCORD_OPER,0
V_SRVCORD_VNDR,0
V_SUB_AREA,0
V_SYNC_USER,0
V_TASK,0
V_TASK_ACTIVITY_TYPE,0
V_TASK_BINARY,0
V_TASK_CATEGORY,0
V_TASK_CONTACT,0
VR_PURCORD_DET,0
VR_RECEIVABLE_HDR,0
VR_RECEIVER_DET,0
VR_SHIPMENT_DET,0
VR_WORKORDER_HDR,0
VR_DATA_SOURCE_COLUMN,0
WAREHOUSE_ADDRESS,0
WAREHOUSE_WIP_VAS,0
WBS,0
WBS_BILLABLE_TYPE,0
WH_SHIP_ADVICE,0
WORK_ORDER_SYNC,0
WORKFLOW,0
WORKFLOW_EVENT,0
WORKORD_MILESTONE,0
WORKORDER_AUDIT,0
WO_SETUP_ATTRIB,0
WORKORDER_SUMMARY,0
WORKORDER_TRC_CTL,0
WIP_SPLIT_DETAIL,0
WIP_VAS,0
WIP_VAS_SYNC,0
WITHHOLDING,0
WIP_PAYB_DETAIL,0
VAT,0
VAT_BOOK,0
VAT_CATEGORY,0
VEND_BANK_ACCOUNT,0
VEND_CONT_EML_DOC,0
VENDOR_BANK,0
VEND_GROUP_RELATION,0
VENDOR_SERV_QUOTE,0
VENDOR_SERVICE,0
VENDOR_SYNC,0
VENDOR_WEEK,0
VMDI_ACK_CODES,0
VMDI_ASSOC,0
VMDI_CSH_HDR,0
VMDI_CSH_LINE,0
VMDI_DATA,0
VMDI_LAYOUT,0
VR_DATA_SRC_DRILLTO_PARAM,0
VR_GRID_CONFIG,0
VR_GRID_CONFIG_COLUMN,0
VR_MENU,0
VR_MENU_NODE,0
VR_PAYABLE_DET,0
VR_PAYABLE_HDR,0
VMDI_TABLE,0
VMQUERY_ITEM_AUTHORITY,0
VR_ANALYTIC_CONFIG,0
VR_ANALYTIC_CONFIG_PROP,0
VENDOR_BUYER,0
VENDOR_CALENDAR,0
VENDOR_GROUP,0
SLS_TAX_GRP_TAX,0
SIC,0
SIC_SYNC,0
SIMULATION,0
SHIPTO_ALT_WAREHS,0
SHIPTO_PRICE_GROUP,0
SERVICE_UNIT_CONV,0
SERVICE_SHIPPING,0
SERVICE_RCPT_CURR,0
SETUP_ATTRIBUTE,0
SETUP_TYPE,0
SETUP_TYPE_ATTRIB,0
SHIP_REASON,0
SHIP_VIA_SYNC,0
TRACE,0
TRACE_DATE,0
TRACE_DOCUMENTS,0
TRACE_HISTORY,0
TRACE_INV_TRANS,0
TRACE_LABOR_TRANS,0
TRACE_NUMBERING,0
TRACE_PROFILE,0
TRACE_SERV_DISP,0
TRACE_SERV_TRANS,0
TRANS_CATEGORY,0
TRANSIT_TIME,0
TC_MASTER,0
TC_PROJECT,0
TERRITORY_SYNC,0
TEST,0
TEST_BINARY,0
TEST_RESULT,0
TEST_STEP,0
TEST_STEP_BINARY,0
SPLIT_TRANS,0
SPLIT_TRANS_CURR,0
SPREAD_PROFILE,0
SUMMARY_CODE,0
SUMMARY_TABLE,0
SUPPLIER_PREFERENCES,0
TARE,0
TARIFF,0
UNP_MNT_BINARY,0
UNP_MNT_CALLS,0
UNP_MNT_ENGINEER,0
UNP_MNT_ESCALATION,0
UNP_MNT_FAULT_CODE,0
UNP_MNT_FAULT_TYPE,0
UNP_MNT_REM_CODE,0
UNP_MNT_REM_TYPE,0
UNP_MNT_STD_REPAIR,0
UNP_MNT_URGENCY,0
TERMS_INST,0
USER_DIMENSION,0
USER_DIM_MAPPING,0
V_BRANCH,0
V_BUSINESS_UNIT,0
V_CAL_BINARY,0
V_CAL_CONTACT,0
V_CALENDAR,0
V_CALL,0
V_CALL_BILL_RATE,0
V_CALL_BINARY,0
V_CALL_ISS_BINARY,0
V_CALL_ISS_KEY,0
V_CALL_ISSUE,0
V_CALL_RES_BINARY,0
V_CALL_RES_KEYS,0
V_CALL_RESOLUTION,0
V_CATEGORY,0
V_COMMENTS_BACKUP,0
V_COMMIS_SHARE,0
USER_FLD_AUTHORITY,0
USER_PROFILE,0
V_ACCT_BINARY,0
V_CONTACT_BINARY,0
V_CONTACT_PREF,0
V_CONTR_ADDR,0
V_CONTR_BILLING,0
V_CONTR_BINARY,0
V_CONTR_CHARGE,0
V_CONTR_CONT,0
V_CONTR_ITEM,0
V_CONTR_ITEM_BIN,0
V_CONTR_PMT,0
V_CONTR_TYPE,0
V_CONTRACT,0
V_ACCT_TYPE,0
V_ACCT_SALESREP,0
V_EVENT,0
V_EVENT_ATTENDEE,0
V_EVENT_STAGE,0
V_EXP_CODE,0
V_CRM_SYNCH,0
V_CUSTOM,0
V_CUSTOM_BINARY,0
V_CUSTOM_DEF,0
V_CUSTOM_JUNC,0
V_CUSTOM_REL,0
V_DIVISION,0
V_DOC_CATALOG,0
V_DOC_CATEGORY,0
V_DOC_SENT,0
V_DOC_TYPE,0
V_DUPLICATES,0
E_APP_USERS,0
DEMSUP_SUMMARY,0
DEMAND_FORECAST,0
DASHBOARD_ITEM_AUTHORITY,0
DATA_EXPORT,0
DETAIL_TABLE,0
DEVIATION,0
DEVIATION_REASON,0
DISCOUNT_PRICE,0
DISPATCH_PALLET,0
DISTRIBUTION,0
DISTRIBUTION_LINE,0
DIVISION,0
DOC_CATEGORY,0
DOCUMENT_DEFLT_REF_TYPE,0
DOCUMENT_EML_AUDIT,0
DOCUMENT_REF_EAC,0
DOCUMENT_REF_PATH,0
DOCUMENT_REF_WF,0
DOCUMENT_REF_WO,0
EC,0
EC_GROUP_USER,0
EC_HISTORY,0
EC_LINE,0
EC_LINE_BINARY,0
ECN_OPER_BINARY,0
ECN_OPER_RESOURCE,0
ECN_OPERATION,0
ECN_REQ_BINARY,0
ECN_REQ_PART_ALT,0
ECN_REQ_REF_DESIG,0
ECN_REQUIREMENT,0
ECN_WO_BINARY,0
ECN_WORKORDER,0
EMPLOYEE_SYNC,0
ENTITY_SETTINGS,0
EXCEPTION,0
EXPIRED_PWD,0
EVENT_LOG,0
EC_REQUEST,0
EC_RESPONSE,0
EMPLOYEE_BINARY,0
ECN,0
ECN_BINARY,0
ECN_CO_PRODUCT,0
ECN_DETAIL,0
EQUIP_AREA,0
EQUIP_BILL_OPTIONS,0
EQUIP_BINARY,0
EQUIP_BRANCH,0
EQUIP_CALENDAR,0
EQUIP_COVER_TIME,0
EQUIP_LABOR_PRICE,0
EQUIP_MAINT_DISC,0
EQUIP_MAINT_ENG,0
EQUIP_MAINT_TYPE,0
EQUIP_MODEL,0
EQUIP_PART_PRICE,0
EQUIP_PM_EXCEPTION,0
EQUIP_PM_PROFILE,0
EQUIP_PM_SCHEDULE,0
EQUIP_PROFILE,0
EQUIP_RELEASE,0
EQUIP_TYPE,0
EQUIPMENT,0
ESB_INBOUND_DUPLICATE,0
ESB_PREVIOUS_VERSION_MEDIATION,0
ESB_VARIATION_ID_MEDIATION,0
CUSTOMER_RELATION,0
CUSTOMER_SYNC,0
CUSTOMER_TYPE,0
DBR_EVENT_TRIGGER,0
DBR_SETTINGS,0
DBR_STATUS,0
DECISION_PARAMS,0
DEF_SHIPPING_LBL,0
DEFAULT_DATA,0
CUSTOMER_FORECAST,0
CUSTOMER_BANK,0
CUSTOMER_DISCOUNT,0
CUST_PRICE_GROUP,0
CUST_PRIORITY,0
CUST_SHIP_CHG_ACCT,0
CUST_WIP_VAS,0
CUST_ORDER_SHARE,0
CUST_ORDER_SYNC,0
CUST_ORDER_TYPE,0
CUST_ORDL_WIP_VAS,0
CUST_LINE_TRC_CTL,0
CUST_ORD_PRICING_BIN,0
CUST_ORD_TYPE_SYNC,0
CONTACT_BINARY,0
CONTRACT_TYPE,0
CONTROL_LIMITS,0
COMMODITY_SYNC,0
CONSIGN_RCVR_LINE,0
CONSIGN_RECEIVER,0
CONSOLID_ACCOUNT,0
CONSOLIDATION,0
CONSOLIDATION_LOG,0
CONSOLIDATION_MAP,0
CURRENCY_EXCHANGE,0
CUST_CONT_EML_DOC,0
COST_SIMULATION,0
CREDIT_MEMO_APPLY,0
CURR_PRICE_INDEX,0
COR_PROPERTY,0
COST_CATEGORY,0
ACCT_BAL_DIM_BATCH,0
ADJ_REASON_SYNC,0
AIC_SYNC,0
ALLOCATION,0
ALLOCATION_DETAIL,0
AMTS_PENDING_TRANS,0
ACCOUNT_PROFILE,0
ACCOUNT_BAL_DIM,0
ACCOUNT_BAL_SUM,0
ACCOUNT_BUDGET,0
ACCOUNT_BUDGET_SUM,0
ACCOUNT_CHG_LOG,0
ACCOUNT_GROUP,0
BANK_ADJ_CURR,0
BANK_ADJ_DIST,0
BANK_ADJ_LINE,0
BANK_ADJUSTMENT,0
APS_DATA,0
APS_LAYOUT,0
APS_TABLE,0
BANK_STATEMENT,0
BID_RATE_CATEGORY,0
BID_RATE_GROUP,0
BID_RATE_GROUP_CATEGORY,0
BUDGET_CODE,0
BUDGET_TYPE,0
BUFFER,0
BUFFER_PROFILE,0
BUFFER_STAT_MATL,0
BUFFER_STAT_WO_LOC,0
BUFFER_STATUS,0
BURD_DIST_DETAIL,0
BURDEN_BATCH_RATES,0
BURDEN_DIST,0
BURDEN_GROUP,0
BURDEN_RULE,0
BURDEN_TRANS,0
CARRIER_SYNC,0
CASH_PLAN,0
CASH_PLAN_ACCOUNT,0
CASH_PLAN_AMOUNT,0
CASH_PLAN_LINE,0
CASH_PLAN_SITE,0
CLYRPD,0
CNSN_RCVR_LINE_DEL,0
PURC_LINE_TRC_CTL,0
PURC_CATEGORY_TYPE,0
PROJ_DIST_DETAIL,0
PROJ_INFO_BINARY,0
PROJ_SUMM_BURD_AMT,0
PROJECT_BASELINE,0
PROJECT_BATCH_LINK,0
PROJECT_BUDGET,0
PROJECT_CEILING,0
PROJECT_DIST,0
PROJECT_EAC_POC,0
PROJECT_ETC,0
PROJECT_GL_TRANS,0
PROJECT_INFO,0
PROJECT_STATUS,0
PROJECT_SUMMARY,0
PRODUCT_SYNC,0
PRIORITY,0
PROBLEM_CLASS,0
PROCESS_ACTIVITY,0
PROCESS_TYPE,0
PROCESS_TYPE_LINE,0
PLANNING_BOM,0
PLANNING_CALENDAR,0
PLANNING_FORECAST,0
PLANNING_MPS,0
PLANNING_PART,0
PORT_OF_ARRIVAL,0
PORT_OF_TRANS,0
PURC_RFQ_REQ,0
PURC_REQ_LINE_DEL,0
PURC_ORDER_RFQ,0
PURC_ORDER_SYNC,0
PURC_REQ_BINARY,0
PURCHASE_CONTRACT,0
QUOTE_OPT_BINARY,0
QUOTE_ORDER,0
QUOTE_ORDER_LINE,0
QUOTE_PRICING_BIN,0
QUOTED_OPTIONS,0
RATE,0
RATE_DETAIL,0
RCR_GJ,0
RCR_GJ_LINE,0
RCR_PAYABLE,0
RCR_PAYABLE_LINE,0
RCR_RECEIVABLE,0
RCR_RECV_LINE,0
RCR_RECV_SHARE,0
REASON,0
REVISION_NUMBERING,0
RFQ_BINARY,0
REQUIREMENT_COST,0
RFQ_VND_QT_BINARY,0
RFQ_LINE_BINARY,0
RMA_LINE_DSL,0
RMA_SYNC,0
SALES_CODE_ENG,0
SALES_REP_SHARE,0
SALES_TAX,0
SALES_TAX_GROUP,0
SALES_TAX_GRP_PART,0
SALES_TAX_PCT,0
SCHEDULE_GROUP,0
SCREEN_SIZE,0
SECURITY_CLASS,0
SEGMENT,0
SELECT_OPT_BINARY,0
SELECTED_OPTIONS,0
SERVICE_BINARY,0
SER_SIMULATION,0
SERIES_MODEL_PART,0
SERV_CHARGE_BINARY,0
REFERENCE_DESIGNATOR,0
REGION,0
REPORT,0
QUOTE_LINE_BILLING,0
RECEIVABLE_SCHED,0
RECEIVABLE_SHARE,0
RECEIVABLE_INST,0
RECV_MEMO_APPLY,0
REPORT_LINE,0
REQ_PART_ALTERNATE,0
REQ_TRC_CTL,0
REQUIREMENT_SUM,0
RES_SIMULATION,0
RESOURCE_SCHED,0
RESOURCE_SETUP,0
REVALUE,0
REVALUE_CURR,0
REVALUE_DIST,0
REVALUE_LINE,0
REVENUE_DETAIL,0
REVENUE_DIST,0
INSPECTION_REASON,0
INSTALLMENT,0
INSTALLMENT_LINE,0
INTRA_ARRIVAL_LINE,0
INTRA_CNSN_RCVR_LN,0
INTRA_DISPTCH_LINE,0
INTRA_RECEIVR_LINE,0
INTRA_SHIPPER_LINE,0
INV_PIECES,0
JOURNAL_DIM,0
JOURNAL_DIM_FILTER,0
INV_TRANS_AVE,0
INV_TRANS_CURR,0
INV_TRANS_DIST_TRC,0
ISSUE_REASON,0
MACRO,0
MACRO_PROFILE,0
MARKET,0
MARKET_PRICE,0
LABOR_TICKET_CURR,0
LANG_DESCRIPTION,0
LANG_TRANSLATIONS,0
LANGUAGE,0
HISTORY_DATA,0
HISTORY_DEFINITION,0
INDIVIDUAL_PRV_HISTORY,0
HTS_DUTY_PERCENT,0
IBT,0
IBT_BINARY,0
IBT_LINE,0
IBT_LINE_BINARY,0
IBT_LINE_TRC_CTL,0
IBT_RECEIVER,0
IBT_RECEIVER_LINE,0
IBT_SHIPPER,0
IBT_SHIPPER_LINE,0
IBT_SYNC,0
INBOX_ERROR,0
FEEDING_OPERATIONS,0
FOB_POINT_SYNC,0
GPSCMF,0
GPSUMF,0
GJ_LINE_CURR,0
GL_BURDEN_MAP,0
PAYABLE_INST,0
PART_WHS_REPLENISH,0
PAYABLE_BINARY,0
PLANNED_LOAD,0
PHYS_INV_PIECES,0
PHYS_TRACE_COUNT,0
PHYS_COUNT_LOC_ADJ,0
PERIOD,0
PACKAGE_TYPE_SYNC,0
PALLET,0
PART_CROSS_SELLING,0
PART_PRICE_GROUP,0
PART_REPLENISHMENT,0
PART_SHIPPING,0
PART_SUBSTITUTE,0
PART_SYNC,0
PART_TRACE_LOCATION,0
NMFC_CODE_SYNC,0
NOTIFICATION_EMPLOYEE,0
NOTIFICATION_EMPLOYEE_DOC,0
MFG_WIN_EXCEPTION,0
MODE_OF_TRANSPORT,0
MT_WIP_INVENTORY,0
MT_WIP_TRANSACTIONS,0
NATURE_OF_TRANS,0
NEXT_NUM_GEN_EAC,0
NEXT_NUM_GEN_ETC,0
OPERATION_AUDIT,0
OP_SETUP_ATTRIB,0
OPER_SERVICE_COST,0
OPER_TYPE_BINARY,0
OPER_TYPE_RESOURCE,0
OPER_TYPE_SYNC,0
OPERATION_SUMMARY,0
OPERATION_TYPE,0
PART_ALIAS,0
PART_ALIAS_TYPE,0
PART_ALTERNATE,0
