ACCOUNT,REVALUE,DF__ACCOUNT__REVALUE__7F3866D5,NULL
ACCOUNT,STATUS_EFF_DATE,DF__ACCOUNT__STATUS___002C8B0E,NULL
ACCOUNT,SUMMARY_ACCOUNT,DF__ACCOUNT__SUMMARY__7E44429C,NULL
ACCOUNT_AT_NATIVE,CREDIT_AMOUNT,DF__ACCOUNT_A__CREDI__0214D380,NULL
ACCOUNT_AT_NATIVE,DEBIT_AMOUNT,DF__ACCOUNT_A__DEBIT__0120AF47,NULL
ACCOUNT_BAL_DIM,CREDIT_AMOUNT,DF__ACCOUNT_B__CREDI__08C1D10F,NULL
ACCOUNT_BAL_DIM,CURRENCY_ID,DF__ACCOUNT_B__CURRE__0308F7B9,NULL
ACCOUNT_BAL_DIM,CUST_ORDER_ID,DF__ACCOUNT_B__CUST___05E56464,NULL
ACCOUNT_BAL_DIM,DEBIT_AMOUNT,DF__ACCOUNT_B__DEBIT__07CDACD6,NULL
ACCOUNT_BAL_DIM,FLAG,DF__ACCOUNT_BA__FLAG__09B5F548,NULL
ACCOUNT_BAL_DIM,PRODUCT_CODE,DF__ACCOUNT_B__PRODU__06D9889D,NULL
ACCOUNT_BAL_DIM,USER_DIMENSION_1,DF__ACCOUNT_B__USER___03FD1BF2,NULL
ACCOUNT_BAL_DIM,USER_DIMENSION_2,DF__ACCOUNT_B__USER___04F1402B,NULL
ACCOUNT_BAL_SUM,CURRENCY_ID,DF__ACCOUNT_B__CURRE__133F5F82,NULL
ACCOUNT_BAL_SUM,FLAG,DF__ACCOUNT_BA__FLAG__124B3B49,NULL
ACCOUNT_BAL_SUM,N_CREDIT_AMOUNT,DF__ACCOUNT_B__N_CRE__0F6ECE9E,NULL
ACCOUNT_BAL_SUM,N_CREDIT_BUDGET,DF__ACCOUNT_B__N_CRE__11571710,NULL
ACCOUNT_BAL_SUM,N_DEBIT_AMOUNT,DF__ACCOUNT_B__N_DEB__0E7AAA65,NULL
ACCOUNT_BAL_SUM,N_DEBIT_BUDGET,DF__ACCOUNT_B__N_DEB__1062F2D7,NULL
ACCOUNT_BAL_SUM,O_CREDIT_AMOUNT,DF__ACCOUNT_B__O_CRE__0B9E3DBA,NULL
ACCOUNT_BAL_SUM,O_CREDIT_BUDGET,DF__ACCOUNT_B__O_CRE__0D86862C,NULL
ACCOUNT_BAL_SUM,O_DEBIT_AMOUNT,DF__ACCOUNT_B__O_DEB__0AAA1981,NULL
ACCOUNT_BAL_SUM,O_DEBIT_BUDGET,DF__ACCOUNT_B__O_DEB__0C9261F3,NULL
ACCOUNT_BALANCE,CREDIT_AMOUNT,DF__ACCOUNT_B__CREDI__1527A7F4,NULL
ACCOUNT_BALANCE,CREDIT_BUDGET,DF__ACCOUNT_B__CREDI__170FF066,NULL
ACCOUNT_BALANCE,CURRENCY_ID,DF__ACCOUNT_B__CURRE__18F838D8,NULL
ACCOUNT_BALANCE,DEBIT_AMOUNT,DF__ACCOUNT_B__DEBIT__143383BB,NULL
ACCOUNT_BALANCE,DEBIT_BUDGET,DF__ACCOUNT_B__DEBIT__161BCC2D,NULL
ACCOUNT_BALANCE,FLAG,DF__ACCOUNT_BA__FLAG__1804149F,NULL
ACCOUNT_BUDGET,budget_cr_amount,DF__ACCOUNT_B__budge__1AE0814A,NULL
ACCOUNT_BUDGET,budget_dr_amount,DF__ACCOUNT_B__budge__19EC5D11,NULL
ACCOUNT_BUDGET,FLAG,DF__ACCOUNT_BU__FLAG__1BD4A583,NULL
ACCOUNT_BUDGET_SUM,CURRENCY_ID,DF__ACCOUNT_B__CURRE__1CC8C9BC,NULL
ACCOUNT_BUDGET_SUM,FLAG,DF__ACCOUNT_BU__FLAG__218D7ED9,NULL
ACCOUNT_BUDGET_SUM,N_BUDGET_CR_AMOUNT,DF__ACCOUNT_B__N_BUD__20995AA0,NULL
ACCOUNT_BUDGET_SUM,N_BUDGET_DR_AMOUNT,DF__ACCOUNT_B__N_BUD__1FA53667,NULL
ACCOUNT_BUDGET_SUM,O_BUDGET_CR_AMOUNT,DF__ACCOUNT_B__O_BUD__1EB1122E,NULL
ACCOUNT_BUDGET_SUM,O_BUDGET_DR_AMOUNT,DF__ACCOUNT_B__O_BUD__1DBCEDF5,NULL
ACCOUNT_CHG_LOG,CREATE_DATE,DF__ACCOUNT_C__CREAT__2281A312,NULL
ACCOUNT_GROUP,ADD_ASSET_EXPENSE,DF__ACCOUNT_G__ADD_A__0D7242EA,NULL
ACCOUNT_PERIOD,STATUS_EFF_DATE,DF__ACCOUNT_P__STATU__2375C74B,NULL
ACCOUNTING_ENTITY,BACKORD_FILL_RATE,DF__ACCOUNTIN__BACKO__6C465949,NULL
ACCOUNTING_ENTITY,BURDEN_SOURCE,DF__ACCOUNTIN__BURDE__2B16E913,NULL
ACCOUNTING_ENTITY,CASH_MAX_VAR,DF__ACCOUNTIN__CASH___6D3A7D82,NULL
ACCOUNTING_ENTITY,CASH_MIN_VAR,DF__ACCOUNTIN__CASH___6E2EA1BB,NULL
ACCOUNTING_ENTITY,COMM_PAYMENT_METH,DF__ACCOUNTIN__COMM___6F22C5F4,NULL
ACCOUNTING_ENTITY,COMMISSION_SUPPORT,DF__ACCOUNTIN__COMMI__34A0534D,NULL
ACCOUNTING_ENTITY,COSTING_INTERLEVEL,DF__ACCOUNTIN__COSTI__265233F6,NULL
ACCOUNTING_ENTITY,COSTING_METHOD,DF__ACCOUNTIN__COSTI__2746582F,NULL
ACCOUNTING_ENTITY,COSTING_SOURCE,DF__ACCOUNTIN__COSTI__283A7C68,NULL
ACCOUNTING_ENTITY,COSTING_STD_LABOR,DF__ACCOUNTIN__COSTI__292EA0A1,NULL
ACCOUNTING_ENTITY,COSTING_WIP_METHOD,DF__ACCOUNTIN__COSTI__2A22C4DA,NULL
ACCOUNTING_ENTITY,DDP_ENABLED,DF__ACCOUNTIN__DDP_E__7016EA2D,NULL
ACCOUNTING_ENTITY,DEF_LANGUAGE_ID,DF__ACCOUNTIN__DEF_L__710B0E66,NULL
ACCOUNTING_ENTITY,FIFO_BY_LOCATION,DF__ACCOUNTIN__FIFO___2C0B0D4C,NULL
ACCOUNTING_ENTITY,FIN_BATCH_SINGLE_TRANS,DF__ACCOUNTIN__FIN_B__31AFA360,NULL
ACCOUNTING_ENTITY,INTRA_FILE_PLACES,DF__ACCOUNTIN__INTRA__71FF329F,NULL
ACCOUNTING_ENTITY,INTRASTAT_ENABLED,DF__ACCOUNTIN__INTRA__30CFC269,NULL
ACCOUNTING_ENTITY,NEXT_ESL_SEQ,DF__ACCOUNTIN__NEXT___72F356D8,NULL
ACCOUNTING_ENTITY,NEXT_INTRASTAT_SEQ,DF__ACCOUNTIN__NEXT___31C3E6A2,NULL
ACCOUNTING_ENTITY,NEXT_PAY_BATCH_SEQ,DF__ACCOUNTIN__NEXT___32B80ADB,NULL
ACCOUNTING_ENTITY,NEXT_VAT_SEQ,DF__ACCOUNTIN__NEXT___2EE779F7,NULL
ACCOUNTING_ENTITY,NEXT_WITHHOLD_SEQ,DF__ACCOUNTIN__NEXT___73E77B11,NULL
ACCOUNTING_ENTITY,PAY_FILE_PLACES,DF__ACCOUNTIN__PAY_F__74DB9F4A,NULL
ACCOUNTING_ENTITY,REQ_CMNT_PWD_REQ,DF__ACCOUNTIN__REQ_C__75CFC383,NULL
ACCOUNTING_ENTITY,REQ_GEN_ALL_TASKS,DF__ACCOUNTIN__REQ_G__76C3E7BC,NULL
ACCOUNTING_ENTITY,STATUS,DF__ACCOUNTIN__STATU__77B80BF5,NULL
ACCOUNTING_ENTITY,VAT_BOOK_NUM_GEN,DF__ACCOUNTIN__VAT_B__2FDB9E30,NULL
ACCOUNTING_ENTITY,VAT_DISCOUNTED,DF__ACCOUNTIN__VAT_D__2DF355BE,NULL
ACCOUNTING_ENTITY,VAT_ENABLED,DF__ACCOUNTIN__VAT_E__2CFF3185,NULL
ACCOUNTING_ENTITY,WIPVAS_ENABLED,DF__ACCOUNTIN__WIPVA__78AC302E,NULL
ACCOUNTING_ENTITY,WITHHOLD_ENABLED,DF__ACCOUNTIN__WITHH__33AC2F14,NULL
ACCOUNTING_ENTITY,XCHG_RATE_DATE,DF__ACCOUNTIN__XCHG___2469EB84,NULL
ACCOUNTING_ENTITY,XCHG_RATE_DEF_RCPT,DF__ACCOUNTIN__XCHG___255E0FBD,NULL
ACCT_BAL_DIM_BATCH,CREATE_DATE,DF__ACCT_BAL___CREAT__40A7CE2D,NULL
ACCT_BAL_DIM_BATCH,FAILED_ATTEMPTS,DF__ACCT_BAL___FAILE__3FB3A9F4,NULL
ADJ_REASON_SYNC,CREATE_DATE,DF__ADJ_REASO__CREAT__35947786,NULL
ADJ_REASON_SYNC,SUBSCRIPTIONS,DF__ADJ_REASO__SUBSC__36889BBF,NULL
ADJUSTMENT_DETAIL,CURRENCY_ID,DF__ADJUSTMEN__CURRE__377CBFF8,NULL
ADJUSTMENT_DIST,CREATE_DATE,DF__ADJUSTMEN__CREAT__3870E431,NULL
ADJUSTMENT_DIST,CURRENCY_ID,DF__ADJUSTMEN__CURRE__3965086A,NULL
AIC_SYNC,CREATE_DATE,DF__AIC_SYNC__CREATE__3A592CA3,NULL
AIC_SYNC,SUBSCRIPTIONS,DF__AIC_SYNC__SUBSCR__3B4D50DC,NULL
ALLOCATION,POST_ALL_TRACKING,DF__ALLOCATIO__POST___3D35994E,NULL
ALLOCATION,POST_AS_NATIVE,DF__ALLOCATIO__POST___3E29BD87,NULL
ALLOCATION,TRIGGER_FREQ,DF__ALLOCATIO__TRIGG__3C417515,NULL
AMTS_PENDING_TRANS,CREATE_DATE,DF__AMTS_PEND__CREAT__41062A32,NULL
AMTS_PENDING_TRANS,QTY,DF__AMTS_PENDIN__QTY__3F1DE1C0,NULL
AMTS_PENDING_TRANS,QTY_REMAINDER,DF__AMTS_PEND__QTY_R__401205F9,NULL
APP_CONFIG,LOCKED,DF__APP_CONFI__LOCKE__09D6BC30,NULL
APP_CONFIG,SHARED,DF__APP_CONFI__SHARE__0ACAE069,NULL
APP_CONFIG_ITEM,ITEM_FOCUS,DF__APP_CONFI__ITEM___0DA74D14,NULL
APPLICATION_GLOBAL,ALLOW_EMAIL_DOC,DF__APPLICATI__ALLOW__46BF0388,NULL
APPLICATION_GLOBAL,FILTER_AVAIL_TRACE,DF__APPLICATI__FILTE__45CADF4F,NULL
APPLICATION_GLOBAL,MAXIMUM_USERS,DF__APPLICATI__MAXIM__6B523510,NULL
APPLICATION_GLOBAL,MFG_INTERFACE_USED,DF__APPLICATI__MFG_I__41FA4E6B,NULL
APPLICATION_GLOBAL,MOBILE_SESSION_TIMELIMIT,DF__APPLICATI__MOBIL__35803444,NULL
APPLICATION_GLOBAL,PLM_ENABLED,DF__APPLICATI__PLM_E__0062608F,NULL
APPLICATION_GLOBAL,PURC_QUOTE_TYPE,DF__APPLICATI__PURC___43E296DD,NULL
APPLICATION_GLOBAL,STORE_MACROS_IN_DB,DF__APPLICATI__STORE__024AA901,NULL
APPLICATION_GLOBAL,VALIDATE_LOOKUPS,DF__APPLICATI__VALID__44D6BB16,NULL
