Part Number / Line 1,Quantity / Line 2,PO Number,Employee,Date,Location
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
32 x 30 x 15 Box,Electrolux Boxes,061169,6229,2/7/2025,"V-B0-28, 29, 30"
74 x 40 Skids,Quantity: 26,060981,6229,2/7/2025,Door 13
85 x 40 Skids,Quantity: 15,060981,6229,2/7/2025,Door 13
Lennox Jarkies,Quantity: 20,Customer Supplied,6229,2/7/2025,R-05
Tall Gaylords,Quantity: 600,061284,6229,2/7/2025,"R-04 Area (Tim Unloaded these, not 100% sure where he put them)"
Blue Spruce Cleaner,Quantity: 2 Boxes,061384,6229,2/6/2025,RECV
Fire Ball Cleaner,Quantity: 1 Box,061384,6229,2/6/2025,RECV
Sparkle Cleaner,Quantity: 2 Boxes,061384,6229,2/6/2025,RECV
Sunbath Cleaner,Quantity: 1 Box,061384,6229,2/6/2025,RECV
40 x 48 Cardboard,Quantity: 350,061355,6229,2/5/2025,Home Location
40 x 48 Cardboard,Quantity: 350,061355,6229,2/5/2025,Home Location
40 x 48 Cardboard,Quantity: 350,061355,6229,2/5/2025,Home Location
40 x 48 Cardboard,Quantity: 350,061355,6229,2/5/2025,Home Location
40 x 48 Cardboard,Quantity: 350,061355,6229,2/5/2025,Home Location
42 x 54 Skids,Quantity: 30,061170,6229,2/5/2025,Door 13
Insinkerator Baskets,Quantity: 3,Customer Supplied,6229,2/5/2025,U-04
Bathroom Goods,Janitor's Closet,061357,6229,2/4/2025,Janitor's Closet
Insinkerator Baskets,Quantity: 17,Customer Supplied,6229,2/4/2025,U-04
Insinkerator Baskets,Quantity: 9,Customer Supplied,6229,2/4/2025,U-04
John Deere Dunnage,AKK46582 x 1,Customer Supplied,6229,2/4/2025,Robot Area
John Deere Dunnage,AKK543 x 4,Customer Supplied,6229,2/4/2025,Robot Area
CO-075597,"Bodycoat
Attention: Bill Schmidt",061278,6229,2/3/2025,Die Shop
Daimler Racks,Quantity: 28,Customer Supplied,6229,2/3/2025,In front of U-B
Insinkerator Baskets,Quantity: 8,Customer Supplied,6229,2/3/2025,U-04
John Deere Racks,"Part: AKK46582
Quantity: 1",Customer Supplied,6229,2/3/2025,RECV
John Deere Racks,"Part: AKK543
Quantity: 5",Customer Supplied,6229,2/3/2025,RECV
Lennox Foldables,Quantity: 16,Customer Supplied,6229,2/3/2025,Outside Door 13
Lennox Jarkies,Quantity: 20,Customer Supplied,6229,2/3/2025,R-04
Thermal Labels,"Quantity: 18 Boxes
Quantity: 72 Rolls",061260,6229,2/3/2025,T-Bay
John Deere Racks,"Part: AKK46582
Quantity: 2",Customer Supplied,6229,1/31/2025,Welding Booth (Robots)
John Deere Racks,"Part: AKK543
Quantity: 4",Customer Supplied,6229,1/31/2025,Welding Booth (Robots)
Metchem 6850,Quantity: 55 Gallons,061163,6229,1/31/2025,U-04
Short Gaylords,Quantity: 400,061287,6229,1/31/2025,End of R-A/B Isle
"WRE010220 .010""/.25mm Dia.",Attention: Bill Schmidt,061242,6229,1/31/2025,Die Shop
Nou Lee,Calibrated Tools,060856,6229,1/30/2025,Quality
CRAFTSMAN S2000 26IN 5-DRAWER CABINET,Attention: Nou Lee,061064,6229,1/29/2025,Quality
"CRAFTSMAN S2000 26IN 5-DRAWER CABINET
REPLACEMENT",Attention: Nou Lee,061064,6229,1/29/2025,Quality
Kawasaki,Totes,Customer Supplied,6229,1/29/2025,Near Press 100-15
Kawasaki,Totes,Customer Supplied,6229,1/29/2025,Near Press 100-15
Kawasaki,Totes,Customer Supplied,6229,1/29/2025,Near Press 100-15
Kawasaki Return,Part Number: M10474,Customer Supplied,6229,1/29/2025,Quality
Kawasaki Return,Part Number: M10474,Customer Supplied,6229,1/29/2025,Quality
Rolling Table,Take to Vits Drive,061024,6229,1/29/2025,RECV
Rolling Table,Take to Vits Drive,061024,6229,1/29/2025,RECV
V-EMB-1,Volvo Skids,061270,6229,1/29/2025,V-F0-01
V-EMB-2,Volvo Skids,061270,6229,1/29/2025,V-N0-19
12 x 12 x 6 Boxes,Single Walled,061168,6229,1/27/2025,Home Location
12 x 12 x 6 Boxes,Single Walled,061168,6229,1/27/2025,Home Location
CO-075596,Attention: Bill Schmidt,061152,6229,1/27/2025,Die Shop
Insinkerator Wire Baskets,Quantity: 13,Customer Supplied,6229,1/27/2025,U-04
John Deere Racks,Quantity: AKK46582 x 2 / AK543 x 5,Customer Supplied,6229,1/27/2025,U-04
Manual Hydraulic Fork Truck Jack,Attention: Paul Leitermann,061144,6229,1/27/2025,Maintenance
Styberg Skids,Quantity: 60,Customer Supplied,6229,1/27/2025,V-F0-01 (For Now)
Versalock Vise,Attention: Bill Schmidt,060835,6229,1/27/2025,Die Shop
 12X12X6 Boxes,Double Walled,061167,6229,1/24/2025,Home Location
 12X12X6 Boxes,Double Walled,061167,6229,1/24/2025,Home Location
12 x 12 x 12 Boxes,Single Walled,061166,6229,1/24/2025,Home Location
12 x 12 x 12 Boxes,Single Walled,061166,6229,1/24/2025,Home Location
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
32 x 30 x 15 Boxes,Electrolux Boxes,060376,6229,1/24/2025,Floor - In front of V-N Racking
40 x 48,Cardboard,061164,6229,1/24/2025,Home Location
40 x 48,Cardboard,061164,6229,1/24/2025,Home Location
40 x 48,Cardboard,061164,6229,1/24/2025,Home Location
40 x 48,Cardboard,061164,6229,1/24/2025,Home Location
40 x 48,Cardboard,061164,6229,1/24/2025,Home Location
"6' Bench Without Back
U-Line Part #: H-2295BL-P","Attention: Paul Leitermann
Maintenance",061045,6229,1/24/2025,RECV
Allison,Totes,Customer Supplied,6229,1/24/2025,RECV
Allison,Totes,Customer Supplied,6229,1/24/2025,RECV
Allison,Totes,Customer Supplied,6229,1/24/2025,RECV
Allison,Totes,Customer Supplied,6229,1/24/2025,RECV
Kawasaki,Totes,Customer Supplied,6229,1/24/2025,WC
Kawasaki,Totes,Customer Supplied,6229,1/24/2025,In front of door 9
Kawasaki,Totes,Customer Supplied,6229,1/24/2025,In front of door 9
Kawasaki,Totes,Customer Supplied,6229,1/24/2025,In front of door 9
Kawasaki,Totes,Customer Supplied,6229,1/24/2025,In front of door 9
MTM Crates,Quantity: 17,Returns,6229,1/24/2025,Outside Door 5
Tuff Draw,Quantity: 55 Gallons,061083,6229,1/24/2025,U-A0-00
40 x 48,Cardboard,061086,6229,1/23/2025,Rack by 100-15
40 x 48,Cardboard,061086,6229,1/23/2025,Rack by 100-15
40 x 48,Cardboard,061086,6229,1/23/2025,Rack by 100-15
40 x 48,Cardboard,061086,6229,1/23/2025,Rack by 100-15
40 x 48,Cardboard,061086,6229,1/23/2025,Rack by 100-15
40 x 48,Cardboard,061086,6229,1/23/2025,Rack by 100-15
Auto Wrapper Shrink Wrap,Quantity: 40 Rolls,061065,6229,1/23/2025,Rack by 100-15
Big and Tall Office Chairs x 2,Attention: Jonathan @ Vits,061025,6229,1/23/2025,RECV
"Galvaneal A40
DDS  ASTM 1008",Attention: Tony Junk,061066,6229,1/23/2025,Die Shop
"High Capacity Pleated Air Filter, 16x25x1, MERV 8",Attention: Paul Leitermann,061104,6229,1/23/2025,RECV
Operator Shrink Wrap,Quantity: 100 Rolls / 25 Boxes,061065,6229,1/23/2025,T - Bay
"16"" x 6"" Polypropylene Strapping",Quantity: 12 Boxes,061105,6229,1/22/2025,T - Bay
RCG25 (Small John Deere Foldable),Quantity: 24 Totes,Customer Supplied,6229,1/22/2025,Outside Receive
RCK25 (Medium John Deere Foldable),Quantity: 16 Totes,Customer Supplied,6229,1/22/2025,Outside Receive
John Deere Cardboard,Quantity: 40,Customer Supplied,6229,1/21/2025,S-E Racking
John Deere Gaylords,Quantity: 40,Customer Supplied,6229,1/21/2025,S-E Racking
John Deere Skids,Quantity: 13,Customer Supplied,6229,1/21/2025,S-E Racking
John Deere Skids,Quantity: 13,Customer Supplied,6229,1/21/2025,S-E Racking
John Deere Skids,Quantity: 13,Customer Supplied,6229,1/21/2025,S-E Racking
SHT CS A60 ROHS DRY 10 GA X 60 X 120,Attention: Kevin Reichwaldt,060245,6229,1/21/2025,"S-00, Non-Visual Item"
"SHT CS-B A60 ROHS DRY 10 GA X 48 X 120
Replacement Material",Attention: Kevin Reichwaldt,060245,6229,1/21/2025,"S-00, Non-Visual Item"
32 x 30 Skids,Quantity: 150,061029,6229,1/20/2025,Outside Door 5 (No room by Door 13)
47 x 52 Skids (Repaired),Quantity: 72,061026,6229,1/20/2025,Outside Door 5
Daimler Racks,Quantity: 33,Customer Supplied,6229,1/20/2025,"Outside Door 5, across cardboard compactor"
Kohler Crates,9 Tall / 50+ Tall,Customer Supplied,6229,1/20/2025,Inside Door 5
"12 x 12 x 12
Boxes","Single
Walled",061020,6229,1/17/2025,In front of Dock 2
"12 x 12 x 12
Boxes","Single
Walled",061020,6229,1/17/2025,In front of Dock 2
39 x 39,Cardboard,061021,6229,1/17/2025,In front of Dock 2
39 x 39,Cardboard,061021,6229,1/17/2025,In front of Dock 2
39 x 39,Cardboard,061021,6229,1/17/2025,In front of Dock 2
39 x 39,Cardboard,061021,6229,1/17/2025,In front of Dock 2
39 x 39,Cardboard,061021,6229,1/17/2025,In front of Dock 2
Styberg Skids,Quantity: 50,Customer Supplied,6229,1/16/2025,Outside Door 5
ArcPlus 6 Carbon Steel MIG,55 Gallon Barrel,060847,6229,1/13/2025,Robot 1
CO-074894 - 13#,Attention: Bill Schmidt,060903,6229,1/13/2025,"Die Shop (Bodycoat Skid, with box)"
CO-074894 - 167#,Attention: Bill Schmidt,060823,6229,1/13/2025,"Die Shop (Bodycoat Skid, with box)"
CO-074894 - 257#,Attention: Bill Schmidt,060903,6229,1/13/2025,"Die Shop (Bodycoat Skid, with box)"
"Daimler ""Jarkies""",33,Customer Supplied,6229,1/13/2025,Outside Door 5
Kohler Crates,3/4 Truck,Customer Supplied,6229,1/13/2025,Outside Door 5
Kohler Crates,Full Truck,Customer Supplied,6229,1/13/2025,Around Door 5 (Inside)
32 X 30 X 15,ELECTROLUX BOXES,060376,6604,1/10/2025,RECV
32 X 30 X 15,ELECTROLUX BOXES,060376,6604,1/10/2025,RECV
32 X 30 X 15,ELECTROLUX BOXES,060376,6604,1/10/2025,RECV
32 X 30 X 15,ELECTROLUX BOXES,060376,6604,1/10/2025,RECV
32 X 30 X 15,ELECTROLUX BOXES,060376,6604,1/10/2025,RECV
32 X 30 X 15,ELECTROLUX BOXES,060376,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 X 48,CARDBOARD,060909,6604,1/10/2025,RECV
40 x 48 Skids,Quantity: 660,057350,6229,1/8/2025,Wood Trailer
Dubois Anti-Rust,Quantity: 55 Gallons,060831,6229,1/8/2025,Laser Area
EcoCool 7330,Quantity: 55 Gallons,060784,6229,1/7/2025,Die Shop
Simple Green AntiSplatter,Quantity: 55 Gallons,060471,6229,1/7/2025,Welding
V-EMB-9,Quantity: 20 Skids,060851,6229,1/7/2025,W-04
V-EMB-2,QUANTITY: 400,060828,6229,1/6/2025,V-N0-19
V-EMB-21,QUANTITY: 50,060828,6229,1/6/2025,V-B0-00
V-EMB-21,QUANTITY: 50,060828,6229,1/6/2025,V-B0-00
V-EMB-21,QUANTITY: 50,060828,6229,1/6/2025,V-B0-00
V-EMB-62,QUANTITY: 120,060828,6229,1/6/2025,V-F0-01
V-EMB-62,QUANTITY: 120,060828,6229,1/6/2025,V-F0-01
V-EMB-71,QUANTITY: 25,060828,6229,1/6/2025,V-D0-01
V-EMB-71,QUANTITY: 25,060828,6229,1/6/2025,V-D0-01
V-EMB-71,QUANTITY: 25,060828,6229,1/6/2025,V-D0-01
V-EMB-71,QUANTITY: 25,060828,6229,1/6/2025,V-D0-01
V-EMB-71,QUANTITY: 25,060828,6229,1/6/2025,V-D0-01
V-EMB-71,QUANTITY: 25,060828,6229,1/6/2025,V-D0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
V-EMB-72,QUANTITY: 25,060828,6229,1/6/2025,V-F0-01
Airens Totes,Quantity: 20,Customer Supplied,6229,1/3/2025,Door 5
CO-075950,Attention: Bob Pederson,060643,6229,1/3/2025,Die Shop
Lennox Jarkies,Quantity: 20,Customer Supplied,6229,1/3/2025,Outside Service
Paper Towel,Quantity: 12 Boxes,060766,6229,1/3/2025,Janitor Closet
Toilet Paper,Quantity: 6 Boxes,060766,6229,1/3/2025,Janitor Closet
V-EMB-1,Quantity: 100,060791,6229,1/3/2025,RECV
V-EMB-116,Quantity: 150,060791,6229,1/3/2025,RECV
V-EMB-21,Quantity: 50,060791,6229,1/3/2025,RECV
V-EMB-22,Quantity: 50,060791,6229,1/3/2025,RECV
V-EMB-22,Quantity: 50,060791,6229,1/3/2025,RECV
V-EMB-22,Quantity: 50,060791,6229,1/3/2025,RECV
V-EMB-500,Quantity: 88,060791,6229,1/3/2025,RECV
V-EMB-500,Quantity: 88,060791,6229,1/3/2025,RECV
V-EMB-500,Quantity: 88,060791,6229,1/3/2025,RECV
V-EMB-6,Quantity: 20,060791,6229,1/3/2025,RECV
V-EMB-69,Quantity: 100,060791,6229,1/3/2025,RECV
V-EMB-750,Quantity: 80,060791,6229,1/3/2025,RECV
V-EMB-750,Quantity: 80,060791,6229,1/3/2025,RECV
V-EMB-780,Quantity: 40,060791,6229,1/3/2025,RECV
V-EMB-780,Quantity: 40,060791,6229,1/3/2025,RECV
V-EMB-79,Quantity: 25,060791,6229,1/3/2025,RECV
"CR SHT 11 GA
Not in Visual",Attention: Bryce Hassemer,060857,6229,1/14/2024,S-00
CO-075925,Danielle Morrelle,060489,6229,1/2/2024,Die Shop
Daimler Blue Racks,For Round Disks,Customer Supplied,6229,1/2/2024,V-A Isle
